cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
7,12,64632,7012,18670,65623,0.284503909,61,210.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,9.438049264,32.56900607,53.29881139,352.8157552
7,13,37263,7013,23063,37276,0.618709089,25,141,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.709067976,37.83914339,52.02246674,365.8690557
7,14,24273,7014,12643,24347,0.51928369,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,1.647921559,4.119803897,50.09444703,159.4331467
7,15,50112,7015,25608,50253,0.509581518,35,93,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.984355045,18.55842912,54.57507319,175.9733165
7,16,17619,7016,14275,18061,0.790377056,12,30,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,6.810829218,17.02707305,52.12988069,629.110679
7,17,88106,7017,35436,91311,0.388080297,62,225.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,7.036978185,25.59417066,53.77992517,2447.895979
7,18,9900,7018,6130,9932,0.617196939,9,22.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,9.090909091,22.72727273,52.26514583,155.2285516
7,19,166178,7019,49958,166729,0.299635936,287,1016,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,17.27063751,61.13926031,54.96832559,982.5006761
7,20,49920,7020,32620,51926,0.628201672,16,40,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,3.205128205,8.012820513,50.34527378,2587.889042
7,21,22192,7021,15067,22384,0.673114725,18,50.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.111031002,22.75594809,53.17864713,346.9358423
7,22,21915,7022,21915,21915,1,7,17.5,Comercio al por menor en ferreterías y tlapalerías,3.194159252,7.985398129,37.80694596,185.6224275
7,23,101967,7023,97240,101970,0.953613808,25,79,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,2.451773613,7.747604617,46.32784658,345.4968733
7,24,13678,7024,4145,13678,0.30304138,7,23,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,5.117707267,16.81532388,46.43788361,408.0842072
7,25,7472,7025,3974,7496,0.530149413,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,8.029978587,20.07494647,51.50449247,181.5390073
7,26,47371,7026,43002,47397,0.907272612,4,15.5,Comercio al por menor en ferreterías y tlapalerías,0.844398472,3.272044078,45.42930806,251.845827
7,27,112075,7027,45491,113027,0.402479054,64,160,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza,5.710461744,14.27615436,55.03709267,791.7538689
7,28,6156,7028,1827,6160,0.296590909,4,10,Comercio al por menor en ferreterías y tlapalerías,6.497725796,16.24431449,51.66518836,51.59154502
7,29,5402,7029,1455,5409,0.268996118,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,7.404664939,18.51166235,53.41113384,115.5537875
7,30,36785,7030,26356,37154,0.709371804,15,37.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,4.077749083,10.19437271,50.6852195,1003.006791
7,31,137262,7031,115210,137479,0.838018897,22,96.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,1.602774257,7.030350716,45.2557776,1676.912016
7,32,30896,7032,20272,31198,0.649785243,29,94.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,9.386328327,30.58648369,52.58200176,420.6612724
7,33,7245,7033,7245,7260,0.997933884,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.38026225,3.450655625,49.97405719,210.2519534
7,34,80897,7034,52312,81394,0.642700936,73,204.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,9.023820414,25.27905856,53.31064612,769.9339537
7,35,14556,7035,7772,14656,0.53029476,8,20,Comercio al por menor en ferreterías y tlapalerías,5.496015389,13.74003847,52.33290332,95.18610355
7,36,7701,7036,7701,7711,0.998703151,5,12.5,Comercio al por menor en ferreterías y tlapalerías,6.49266329,16.23165823,52.05993739,49.09633619
7,37,36333,7037,21037,36435,0.577384383,15,48.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,4.128478243,13.34874632,52.5506286,306.4528751
7,38,22975,7038,22975,22975,1,4,15.5,Comercio al por menor en ferreterías y tlapalerías,1.741022851,6.746463547,48.53156085,311.7348684
7,39,27893,7039,24385,27961,0.872107578,5,18,Comercio al por menor en ferreterías y tlapalerías,1.792564443,6.453231994,48.92101111,339.4238271
7,40,53242,7040,21133,53934,0.391830756,58,284.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,10.89365538,53.43525788,54.48848255,400.2579031
7,41,46409,7041,31429,46476,0.676241501,29,83.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.248787951,17.99219979,52.2893584,516.884699
7,42,11377,7042,7703,11435,0.673633581,5,12.5,Comercio al por menor en ferreterías y tlapalerías,4.394831678,10.98707919,52.94771101,94.43409489
7,43,10961,7043,5652,11043,0.511817441,5,12.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,4.561627589,11.40406897,53.46596442,125.2865086
7,44,28999,7044,22518,29087,0.774160278,14,46,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,4.827752681,15.86261595,51.6527299,279.8027486
7,45,6284,7045,6284,6312,0.995564005,0,0,NA,0,0,51.05704927,107.2566089
7,46,41063,7046,26894,42117,0.638554503,20,73.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,4.870564742,17.89932543,53.43212897,1306.276097
7,47,24966,7047,13716,24996,0.548727796,12,35.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,4.80653689,14.2193383,52.51911488,235.6147492
7,48,21807,7048,13998,21807,0.641903976,15,37.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.878525244,17.19631311,53.71615258,742.2759433
7,49,31259,7049,27305,31259,0.87350843,18,45,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,5.758341598,14.39585399,50.50896467,149.1169874
7,50,5232,7050,5232,5377,0.97303329,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.911314985,4.778287462,52.69282059,456.435991
7,51,46130,7051,26859,47801,0.561892011,41,162,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,8.887925428,35.11814437,53.08376298,1230.801452
7,52,141027,7052,107831,141520,0.761948841,76,195.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,5.389038978,13.86259369,49.1299086,3028.612186
7,53,7901,7053,7901,7936,0.995589718,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.265662574,3.164156436,52.54624044,111.2912681
7,54,28250,7054,16031,28548,0.561545467,16,45.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,5.663716814,16.10619469,52.38102558,387.9496484
7,55,5876,7055,3016,5879,0.513012417,5,23.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,8.509189925,39.99319265,53.71720613,23.02423967
7,56,13755,7056,13755,13755,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,0.727008361,1.817520901,45.5708331,36.62183988
7,57,76398,7057,45853,76769,0.597285363,67,184,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,8.769863085,24.08440012,53.00439351,589.747803
7,58,4765,7058,0,4765,0,2,5,Comercio al por menor en ferreterías y tlapalerías,4.197271773,10.49317943,51.48576306,29.65070237
7,59,234661,7059,160225,237669,0.674151867,136,446.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,5.795594496,19.02744811,47.06425898,9609.664215
7,60,14088,7060,8758,14088,0.621663827,7,17.5,Comercio al por menor en ferreterías y tlapalerías,4.968767746,12.42191936,48.79837965,61.20184122
7,61,97397,7061,49446,99729,0.495803628,54,219,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza,5.544318614,22.48529215,52.78962899,2089.277734
7,62,18469,7062,15328,18657,0.821568312,7,17.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,3.790134821,9.475337051,51.64893568,598.1358539
7,63,3983,7063,3983,4001,0.995501125,2,5,Comercio al por menor en ferreterías y tlapalerías,5.021340698,12.55335174,54.5640098,92.50847665
7,64,54932,7064,40951,54970,0.744969984,17,42.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,3.094735309,7.736838273,40.83405591,417.6082941
7,65,132265,7065,80468,133715,0.601787384,115,392.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.694666011,29.67527313,52.67416693,2888.58837
