cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
17,16,19219,17016,6623,19252,0.344016206,22,55,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,11.44700557,28.61751392,55.27268655,86.16895539
17,17,40018,17017,10241,40065,0.255609634,52,177,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,12.99415263,44.23009646,56.7295574,236.3931386
17,18,122263,17018,13801,122275,0.112868534,191,541,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,15.62206064,44.24887333,57.68019653,102.3177046
17,19,28122,17019,7685,28159,0.272914521,31,94,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,11.02339805,33.42578764,55.06761362,367.3475433
17,20,54987,17020,24045,55030,0.436943485,47,134,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,8.547474858,24.3693964,55.80132416,250.3843583
17,21,7617,17021,2836,7638,0.371301388,12,30,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,15.75423395,39.38558488,55.98896578,67.42203175
17,22,14853,17022,2691,14904,0.180555556,23,63,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,15.48508719,42.4156736,56.41774135,78.93722552
17,23,7943,17023,3560,7948,0.447911424,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,7.553820974,18.88455244,52.74323783,107.3431198
17,24,52399,17024,17099,52487,0.325775906,46,126,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,8.778793488,24.04626042,56.41504129,237.5321719
17,25,33789,17025,15447,33806,0.456930722,21,58,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.215040398,17.16534967,56.31917149,542.153879
17,26,19408,17026,11034,19454,0.567184127,32,80,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,16.48804617,41.22011542,55.38997377,56.94106947
17,27,12750,17027,3279,12765,0.256874266,14,35,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,10.98039216,27.45098039,52.92327659,59.69381114
17,28,73539,17028,16099,73629,0.21865026,130,365,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos,17.67769483,49.63352779,57.08518182,92.84790366
17,29,105780,17029,21747,105797,0.205554033,245,659.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,23.16127812,62.34637928,57.05868727,178.8127337
17,30,56083,17030,15454,56141,0.275271192,72,196.5,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos,12.83811494,35.03735535,55.88649743,172.4620911
17,31,36094,17031,3397,36095,0.094112758,57,189.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura,15.79209841,52.50180085,58.8472052,30.63323743
17,32,9965,17032,795,9992,0.079563651,11,33,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,11.03863522,33.11590567,57.09241238,53.53045185
17,33,16574,17033,1727,16578,0.104174207,14,35,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.446965126,21.11741282,55.56093227,36.93551402
17,34,11347,17034,1675,11357,0.147486132,11,27.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,9.694192298,24.23548074,53.36937118,51.34836575
17,35,27805,17035,3732,27818,0.13415774,26,65,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,9.350836181,23.37709045,54.07265021,61.43121892
17,36,7855,17036,503,7883,0.063808195,9,28,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,11.45767027,35.6460853,55.43272591,19.09709743
18,0,1235456,18000,0,8159,0,0,0,NA,0,0,NA,NA
18,1,37232,18001,17256,37467,0.460565297,21,92.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,5.640309411,24.84422003,56.16574574,1412.24765
18,2,15393,18002,8134,15558,0.522817843,11,45.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,7.146105373,29.5588904,57.77469653,500.2596867
18,3,11536,18003,8269,11590,0.713459879,12,41,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,10.40221914,35.5409154,56.85239638,513.8330514
18,4,77436,18004,21448,77987,0.275020196,139,429,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,17.95030735,55.40058887,57.8620064,1857.614478
18,5,12230,18005,8564,12633,0.677907069,3,13,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,2.452984464,10.62959935,42.22003643,2213.499738
18,6,29299,18006,3822,29412,0.12994696,47,186.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,16.04150312,63.65404963,58.67164561,488.5854783
18,7,19321,18007,5961,19419,0.306967403,22,55,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,11.38657419,28.46643548,55.39401012,498.9835142
18,8,65229,18008,10840,65509,0.165473446,105,364,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,16.09713471,55.80340033,59.47331725,531.2619983
18,9,47550,18009,40879,49090,0.832735791,5,12.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,1.051524711,2.628811777,28.67014183,5089.76799
18,10,33567,18010,25091,33648,0.74569068,12,30,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,3.574939673,8.937349182,54.77317108,1821.767482
18,11,24096,18011,9418,24298,0.387603918,21,70.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,8.715139442,29.25796813,54.51069296,515.3159271
18,12,41518,18012,20291,41639,0.487307572,50,176,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,12.04296931,42.39125199,56.57862847,1093.20027
18,13,7683,18013,3676,7716,0.476412649,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,6.507874528,16.26968632,56.9067882,510.9501701
18,14,24911,18014,16427,25226,0.651193213,14,40.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,5.620007226,16.25787805,55.67291538,1081.101283
18,15,93981,18015,51144,94237,0.542716767,82,250.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,8.725167853,26.65432375,56.26472916,1715.749487
18,16,37135,18016,15885,37286,0.426031218,36,106.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,9.694358422,28.67914367,56.62170484,1035.094934
18,17,425924,18017,36506,427758,0.085342647,589,2483.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura,13.82875818,58.30852453,59.74860667,1587.000005
18,18,30064,18018,5194,30111,0.172495101,40,145.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,13.30494944,48.39675359,57.57161894,310.7494652
18,19,13719,18019,13719,14813,0.926145953,6,20.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,4.373496611,14.94278009,44.53012801,4275.062413
18,20,187632,18020,17878,188218,0.094985602,281,1021.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,14.97612348,54.44167306,59.20659539,772.9684478
19,0,5784442,19000,0,11239,0,0,0,NA,0,0,NA,NA
19,1,2974,19001,2974,3018,0.985420808,2,5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,6.724949563,16.81237391,57.8922147,46.44993717
19,2,3382,19002,3382,3500,0.966285714,1,2.5,Comercio al por menor en ferreterías y tlapalerías,2.956830278,7.392075695,56.89131555,972.4630864
19,3,1407,19003,1407,1422,0.989451477,0,0,NA,0,0,56.52813802,688.3254225
19,4,35289,19004,6446,35356,0.182317004,52,217,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,14.73546998,61.49224971,60.00975572,188.559088
19,5,18030,19005,1616,18505,0.087327749,19,47.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,10.53799224,26.34498059,57.17518678,4509.801089
19,6,656464,19006,9850,656610,0.015001295,549,2897,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.362987155,44.1303712,61.31587446,221.9224011
19,7,14992,19007,9721,15252,0.637359035,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,4.669156884,11.67289221,53.29609809,2659.795457
19,8,3661,19008,137,3762,0.0364168,7,17.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,19.12045889,47.80114723,56.60067421,462.933128
19,9,122337,19009,17433,124745,0.139749088,110,576.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.991556111,47.12392817,59.76726239,1129.807291
19,10,104478,19010,1325,104526,0.012676272,60,161,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos,5.742835812,15.40994276,60.10441317,103.3121915
19,11,7340,19011,601,7510,0.080026631,6,26,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza,8.174386921,35.42234332,58.69001884,998.4070861
19,12,68747,19012,481,68816,0.006989654,35,105.5,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,5.091131249,15.34612419,59.92175715,137.4751432
19,13,9930,19013,1666,10439,0.159593831,11,51,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,11.0775428,51.35951662,57.61663772,4224.18829
19,14,36088,19014,24266,36369,0.667216586,27,84,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,7.481711372,23.27643538,52.54393316,4999.017659
19,15,1360,19015,1360,1513,0.898876404,1,2.5,Comercio al por menor en ferreterías y tlapalerías,7.352941176,18.38235294,56.23470072,714.174969
19,16,3256,19016,3256,3469,0.93859902,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,12.28501229,30.71253071,56.48741963,609.0117046
19,17,40903,19017,30516,41383,0.737404248,24,89,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,5.867540278,21.7587952,54.50576561,6994.712494
19,18,397205,19018,8059,397330,0.020282888,227,867.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,5.714933095,21.84010775,60.54307503,1022.391712
19,19,132169,19019,41,132182,3.10E-04,112,1437,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,8.473999198,108.7244361,61.84554814,70.10696959
19,20,5506,19020,1470,5733,0.256410256,5,36,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,9.081002543,65.38321831,56.48881549,1870.977291
19,21,481213,19021,4886,481245,0.010152833,459,1943,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos,9.538395679,40.37713029,60.5509876,147.9720635
19,22,14109,19022,7619,14660,0.519713506,13,32.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,9.213976894,23.03494224,57.40498446,2454.143486
19,23,1808,19023,1808,1847,0.978884678,2,5,Comercio al por menor en ferreterías y tlapalerías,11.0619469,27.65486726,57.348674,384.544704
19,24,6282,19024,3296,6498,0.507232995,2,5,Comercio al por menor en ferreterías y tlapalerías,3.183699459,7.959248647,51.27090625,1292.523474
19,25,102149,19025,1698,102285,0.016600675,71,367,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura,6.950630941,35.92790923,60.20881284,182.8007282
19,26,643143,19026,215,643156,3.34E-04,656,3206.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,10.19990888,49.85671927,60.83879389,117.5004323
19,27,1959,19027,1959,2009,0.975111996,2,5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,10.20929045,25.52322614,56.38358912,491.9953827
19,28,1386,19028,1386,1469,0.943498979,1,2.5,Comercio al por menor en ferreterías y tlapalerías,7.215007215,18.03751804,56.35063646,439.191291
19,29,7026,19029,1172,7166,0.163550098,8,25.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,11.38627953,36.29376601,58.58207539,126.4715805
19,30,3298,19030,3298,3392,0.972287736,2,5,Comercio al por menor en ferreterías y tlapalerías,6.064281383,15.16070346,54.63525433,554.6191716
19,31,471523,19031,12244,471724,0.025955856,390,1080,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,8.271070552,22.90450307,60.52136038,244.7230173
19,32,5351,19032,265,5423,0.048865941,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,11.21285741,28.03214352,58.30031195,3403.594832
19,33,84666,19033,14288,85546,0.167021252,88,376.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos,10.39378263,44.46885409,58.5580229,2483.234747
19,34,5119,19034,2328,5176,0.449768161,3,13,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,5.860519633,25.39558508,57.43027875,262.4190805
19,35,1483,19035,1483,1500,0.988666667,1,2.5,Comercio al por menor en ferreterías y tlapalerías,6.743088334,16.85772084,57.67150045,206.0085084
19,36,7652,19036,7652,7671,0.997523139,4,10,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,5.227391532,13.06847883,51.53211097,987.0761798
19,37,6048,19037,771,6145,0.12546786,3,13,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,4.96031746,21.49470899,57.69083328,3826.80429
19,38,67428,19038,12961,68233,0.189952076,70,281.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,10.38144391,41.74823515,59.35400133,1850.038941
19,39,1142994,19039,42,1143009,3.67E-05,1484,9898.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,12.98344523,86.60150447,60.86568617,321.3137809
19,40,906,19040,906,953,0.950682057,1,2.5,Comercio al por menor en ferreterías y tlapalerías,11.03752759,27.59381898,57.33727116,1161.785473
19,41,147624,19041,9874,147905,0.066759068,69,183.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,4.674036742,12.43022815,59.95097012,319.7633008
19,42,5389,19042,5389,5648,0.954143059,3,7.5,Comercio al por menor en ferreterías y tlapalerías,5.566895528,13.91723882,56.7572398,1328.180254
19,43,2377,19043,2377,2537,0.936933386,1,2.5,Comercio al por menor en ferreterías y tlapalerías,4.206983593,10.51745898,53.39365826,676.1203097
19,44,34709,19044,1187,34881,0.034029988,28,133.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,8.067071941,38.46264658,59.42849032,1528.986994
19,45,86766,19045,4374,87137,0.050196817,69,205.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,7.95242376,23.6843925,59.93722615,1652.693851
19,46,412199,19046,0,412199,0,441,2870.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos,10.69871591,69.63869393,61.4183833,59.57258188
19,47,16086,19047,29,16097,0.001801578,20,73.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,12.4331717,45.69190601,59.78320485,169.0412121
19,48,306322,19048,2270,306393,0.007408785,204,1593.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,6.65965879,52.02042295,60.71676329,906.982803
19,49,46784,19049,3765,47028,0.080058688,53,216,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,11.32865937,46.16963064,60.03462867,731.9469891
19,50,1552,19050,1552,1683,0.922162805,1,2.5,Comercio al por menor en ferreterías y tlapalerías,6.443298969,16.10824742,56.16678346,1750.916721
19,51,3573,19051,995,3626,0.27440706,4,10,Comercio al por menor en ferreterías y tlapalerías,11.19507417,27.98768542,56.8595409,872.0552786
20,0,4132148,20000,0,9826,0,0,0,NA,0,0,NA,NA
20,1,841,20001,841,841,1,0,0,NA,0,0,52.05193097,126.3659378
20,2,45167,20002,26193,45373,0.577281643,24,83.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,5.313613922,18.48694844,52.95175431,752.1898989
20,3,2547,20003,2547,2547,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,3.926187672,9.815469179,49.94521128,76.44416557
20,4,1107,20004,1107,1108,0.999097473,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,36.13369467,90.33423668,54.57218623,83.57926933
20,5,15261,20005,7645,15386,0.496880281,10,30.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,6.552650547,19.98558417,56.00716732,660.9767075
20,6,20464,20006,4613,20540,0.224586173,66,228.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,32.25175919,111.6594996,54.42350551,343.4837446
20,7,2395,20007,2395,2395,1,2,5,Comercio al por menor en ferreterías y tlapalerías,8.350730689,20.87682672,46.27933857,4.531210328
20,8,734,20008,734,734,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,13.6239782,34.0599455,52.96040975,190.9023887
20,9,6857,20009,2974,6857,0.433717369,8,20,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,11.66690973,29.16727432,52.36323237,157.4089466
